C_CUSTKEY,C_ACCTBAL,C_NAME,C_MKTSEGMENT,C_PHONE,C_NATIONKEY,C_ADDRESS,C_COMMENT
167,1468.09,Customer#000000167,AUTOMOBILE,15-288-395-5501,5,QNc2eOlRIzL6jpthwgDuB866uCIUPiOX,furiously regular packages wake. final packages above the requests cajole quickly along the
168,-808.56,Customer#000000168,FURNITURE,22-354-984-5361,12,"GDcL5qU86P8,oaTwVBCLE6asM8rlxpE,211uziU",blithely express pinto beans after the permanently s
169,4483.83,Customer#000000169,FURNITURE,28-362-499-3728,18,NjhmHa7xrcjE,"furiously pending dugouts use furiously unusual, regular deposits. carefully regul"
170,7687.89,Customer#000000170,BUILDING,25-879-984-9818,15,5QmxmYubNhn6HAgLwTvphevM3OmpZTGsM,furiously final packages run fluf
171,2379.91,Customer#000000171,MACHINERY,17-513-603-7451,7,RIhjJCrth89EU7xRSvN,fluffily silent instructions wake. thinly pending depths are bl
172,1134.40,Customer#000000172,MACHINERY,32-178-964-1847,22,KwgdKUL1G2WacsMNF50yX,pinto beans sleep furiously even accounts. furiously even deposits according to the inst
173,845.84,Customer#000000173,BUILDING,19-443-196-8008,9,"Aue7KVz,FinSHpov Vk5ed,wSQ2BRSioJ0",accounts doubt blithely unusual platelets. packa
174,1944.73,Customer#000000174,FURNITURE,33-845-455-8799,23,R5 fCPMSeDXtUpp5Ax,even requests are carefully. regular instructions are carefully across the bold foxes. slyly
175,1975.35,Customer#000000175,FURNITURE,20-427-617-9922,10,8YK1ZyTqoY3wMWnExl4itPMLL793GpEZb6T,furiously special dolphins boost carefully. quickly final a
176,-375.76,Customer#000000176,FURNITURE,23-432-942-8830,13,9hBepY2uz88HlCqToOLgeU770u81FeL,furiously express accounts cajole. furiously unusual instructions thrash above the pinto bean
177,7457.50,Customer#000000177,BUILDING,11-917-786-9955,1,"6wzEKPyZE9dmBCJZ8e7x7fiiK,k",quickly regular theodolites was
178,2272.50,Customer#000000178,FURNITURE,31-436-268-6327,21,p HUSDg8Cgan4Fj8Drvcdz4gi4dSqV0a7n 0ag,blithely express pinto beans do haggle. slyly ironic deposits wake carefully about the fin
179,-43.08,Customer#000000179,MACHINERY,14-703-953-2987,4,djez3CWg0nnCiu60jsF,carefully ironic platelets grow furious
180,-92.58,Customer#000000180,FURNITURE,23-678-802-2105,13,"DSGW3RFoYJE opVw,Y3wGCGcNULZi",blithely ironic accounts are fluffily. i
181,3929.96,Customer#000000181,FURNITURE,19-653-305-8440,9,YNviWd WrRkZvSw1OxIewBq,furiously ironic foxes cajole to the idly bold accounts. slyly silent pinto beans sleep quickly among the careful
182,4810.22,Customer#000000182,AUTOMOBILE,13-199-211-9023,3,tdwvgepG316CCTHtMaF8Q,"requests wake. quiet, final packages sleep carefully-- final packages use slyly against the blithely special de"
183,4419.89,Customer#000000183,HOUSEHOLD,32-771-279-8154,22,aMAB2QSb8 86MAx,"fluffily ironic deposits poach about the blithely pending courts. ironic, final pinto beans affix. pending,"
184,170.46,Customer#000000184,AUTOMOBILE,31-739-340-5476,21,uoOpBuRr42f1WIqnVYAhxbAA9bkK6HUGpOt,"ironic, even dependencies wake sl"
185,2788.76,Customer#000000185,BUILDING,15-760-572-8760,5,iHXzQgienOQ,final somas promise. furiously regular deposits cajole furiously. final deposits wake abo
186,8737.50,Customer#000000186,HOUSEHOLD,13-518-743-2576,3,BeVr6MzaobBENXRBC8pmOmkByMJI,furiously even requests haggle carefully alongside of the blithe
187,-774.22,Customer#000000187,FURNITURE,14-716-294-6674,4,OIlgR6oIRXV5g63q5YGudCjRD8kpod2p,blithely regular pains wake. quickly regular platelets according to the deposits affi
188,9533.37,Customer#000000188,BUILDING,15-613-528-7811,5,58Srs6gEEoD3ZfwgXDM1OayRiaSY6K9YsveWwV,quickly regular asymptotes engage among the slyly silent instruc
189,-594.05,Customer#000000189,MACHINERY,32-980-348-1114,22,r51HSq Rg8wQgF1CBfG1Vbye3GK,furiously careful accounts are. even requests wake carefully dependencies. furiously regular deposits alongside of
190,1657.46,Customer#000000190,AUTOMOBILE,21-730-373-8193,11,"F2X,GhSqLz8k u0gWsirsraFaEDEo6vIGtOTaO1T","even Tiresias serve blithely. deposits could have to mold slyly. even, busy c"
191,2945.16,Customer#000000191,BUILDING,26-811-707-6869,16,P1eCXsPWkv2y6ENQv,"pending, unusual requests according to the ironic accoun"
192,8239.96,Customer#000000192,MACHINERY,20-750-712-2481,10,rDmB2c9d1BJQ y6R9jTx86YI77D,"unusual, regular instructions nag furiously f"
193,8024.55,Customer#000000193,MACHINERY,33-182-978-6287,23,"dUT4dtsPTZ6ZpkWLc,KGJCHY6JDJgPFH4",even instructions wake silent packages. fluffily final requests are regularly. packages breach
194,6696.49,Customer#000000194,HOUSEHOLD,26-597-636-3003,16,mksKhdWuQ1pjbc4yffHp8rRmLOMcJ,"pending asymptotes doze carefully along the unusual, regular accounts. regular foxes boost."
195,4873.91,Customer#000000195,AUTOMOBILE,32-757-684-6845,22,WiqQD8hscyKekjMcSBA7AX 0AbxvBV,"final, regular dolphins sleep even, final theodolites. quickly slow orbits nag."
196,7760.33,Customer#000000196,FURNITURE,28-135-177-2472,18,68RstNo6a2B,"furiously ironic deposits cajole slyly special,"
197,9860.22,Customer#000000197,AUTOMOBILE,11-107-312-6585,1,UeVqssepNuXmtZ38D,"regular, ironic packages about the s"
198,3824.76,Customer#000000198,AUTOMOBILE,11-237-758-6141,1,",7fcZHIUn,fUaQtK8U,Q8","even, unusual instructions haggle slyly furiously ironic requests. regular accounts"
199,7654.31,Customer#000000199,FURNITURE,14-136-924-5232,4,"lBU3xll,a7e9TYm3 UyjDPCVMvnHKpq,9HW1X","carefully even requests sleep pending accounts. regular, regular ideas are blithely against the busy, spe"
200,9967.60,Customer#000000200,BUILDING,26-472-302-4189,16,x1 H5c66DUgH2pgNTJhw6eZKgrAz,slyly pending sentiments are against the e
201,4614.40,Customer#000000201,MACHINERY,12-759-183-9859,2,yWLtmd5usyjsCvyL1QJsBorC,final instructions cajole blithely. final packages wak
202,2237.64,Customer#000000202,AUTOMOBILE,17-905-805-4635,7,Q0uJ1frCbi9yvu,"express, daring accounts impress blithely after the slyly silent accounts. unusual foxes must have to cajole pla"
203,7960.63,Customer#000000203,MACHINERY,11-886-563-6149,1,2fRlubh lWRinCs1nimADdn,"regular, regular instructions integrate slyly pinto beans. even instruc"
204,-627.76,Customer#000000204,BUILDING,16-761-837-4820,6,7U7u2KryFP,ideas are fluffily on the final accounts. slyly bold theodolites affix slyly regular depo
205,7161.52,Customer#000000205,BUILDING,22-356-437-1311,12,"jOTQBGb nhfBMu3,LIN62WogLDBO0w","regular, unusual instructions alongside of the final pinto beans"
206,-274.79,Customer#000000206,AUTOMOBILE,19-976-832-3312,9,"xsg,ehRHS5OKqyBR5YtoPm8myz",slyly bold decoys are around the final accounts-- doggedly pending requests against the furiously regular p
207,-439.98,Customer#000000207,AUTOMOBILE,31-562-675-6475,21,ewz5JNnxJPmPGY,quickly unusual packages haggle carefully besides the furiously even braids. careful
208,6239.89,Customer#000000208,MACHINERY,29-859-139-6234,19,"Abye1MwcNfY0KO6yqv,Wwe","accounts boost carefully. ironic, regular packages around the pending deposits sle"
209,8873.46,Customer#000000209,FURNITURE,26-207-121-7721,16,iBvmxOZV3qXMYQW3W4Oo7YFhdV,furiously unusual packages sleep carefully about th
210,7250.14,Customer#000000210,HOUSEHOLD,30-876-248-9750,20,13cFL9sG1nrGERURN9WZI0,slyly ironic deposits affix carefully slyly regular dolphins. quickly re
211,4198.72,Customer#000000211,BUILDING,23-965-335-9471,13,URhlVPzz4FqXem,instructions lose carefully against the carefully expres
212,957.58,Customer#000000212,BUILDING,17-382-405-4333,7,19U0iZ3GtDdrsn,furiously permanent instructions sleep
213,9987.71,Customer#000000213,HOUSEHOLD,34-768-700-9764,24,NpqMYBhBcWk8mnEta,"final packages poach final, special packa"
214,1526.59,Customer#000000214,MACHINERY,18-180-678-6165,8,MpCwhcLrbcIM7AeKS9tRM09by,"regular, unusual asymptotes should kindle slyly ironic pl"
215,3379.20,Customer#000000215,FURNITURE,19-564-446-4758,9,8H76xbBhde HY70BrYqGEFmVPXqlm8pgjjxh,regular theodolites cajole carefully. blithely even pinto beans are carefully. even accounts detect against the
216,-776.08,Customer#000000216,FURNITURE,31-296-111-5448,21,LXH7wSv4I6GG6TAkLOyLcMh559a8Y,"unusual packages are thinly. unusual, ironic f"
217,378.33,Customer#000000217,AUTOMOBILE,33-159-298-3849,23,YIy05RMdthrXqdfnNKud,furiously even foxes wake iron
218,9541.19,Customer#000000218,MACHINERY,14-480-931-8567,4,"V1FCIeSseuyNGYfHS Rx0,sc4IsBfReV",notornis are furiously ironic pinto beans. quickly ironic pinto beans
219,9858.57,Customer#000000219,AUTOMOBILE,21-159-138-6090,11,eTjiL01eyoKiAe2WQoz3EpPg2lvSLeOu2X2wyxK,furiously regular pinto beans nag furiously blithely pending pinto beans. blithely express packages
220,9131.64,Customer#000000220,BUILDING,26-201-301-7371,16,TbUHVhkttz,pending accounts in place of the daringly re
221,1609.39,Customer#000000221,BUILDING,26-351-738-1001,16,ripNyyPOewg8AahnZlsM,"ironic, silent asymptotes wake blithely even accounts. s"
222,8893.76,Customer#000000222,BUILDING,11-722-672-5418,1,gAPkFjwxX1Zq 2Yq6 FIfLdJ4yUOt4Al7DL18Ou,instructions after the regular foxes
223,7476.20,Customer#000000223,BUILDING,30-193-643-1517,20,"ftau6Pk,brboMyEl,,kFm",carefully regular deposits boost after the even foxes. slyly even requests haggle.
224,8465.15,Customer#000000224,BUILDING,25-224-867-3668,15,4tCJvf30WagGfacqcAqmfCptu2cbMVcj2M7Y0W,furiously pending excuses about the ironic excuses are quickly slyly silent foxes. ideas c
225,8893.20,Customer#000000225,AUTOMOBILE,23-979-183-7021,13,2HFk1E0fmqs,"furiously regular requests across the regular, ironic foxes wake express, final pinto"
226,9008.61,Customer#000000226,AUTOMOBILE,13-452-318-7709,3,ToEmqB90fM TkLqyEgX8MJ8T8NkK,"ironic, regular accounts are quic"
227,1808.23,Customer#000000227,MACHINERY,23-951-816-2439,13,7wlpEBswtXBPNODASgCUt8OZQ,platelets nag fluffily against the slyly regular deposi
228,6868.12,Customer#000000228,FURNITURE,30-435-915-1603,20,A1Zvuxjdpt8TZP6i41H3fn9csGqOJUm5x0NIS1LA,fluffily ironic deposits along the blithely final platelets boost carefully accounts. furiously regular accounts s
229,7568.07,Customer#000000229,BUILDING,11-243-298-4029,1,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,blithely express excuses haggle quic
230,1682.83,Customer#000000230,MACHINERY,31-744-950-8047,21,CnR8xt3MYqID0tiHwYh,"even, regular theodolites nod always at the ruthlessly pending p"
231,283.55,Customer#000000231,BUILDING,20-825-880-1065,10,WFOhG9Z9ohRdsyuYnPvBSv,evenly even theodolites serve around the daring pinto beans. req
232,554.71,Customer#000000232,HOUSEHOLD,32-283-563-2674,22,"oA9o,3YOXu2rzKONdd,cxpqCFXUv5kuxBYKp",ideas eat furiously carefully special instructions
233,3998.24,Customer#000000233,FURNITURE,13-574-104-3221,3,mFm45wZ7rV4VIbEE1F4,sometimes idle deposits sleep furiously. blithely express accounts n
234,8383.51,Customer#000000234,AUTOMOBILE,28-243-424-1393,18,ILyuJbixVmrNEVxsfQOMFxByySs,bold ideas affix among the ironic instructions. final instructions nag carefully according to the carefully unusual
235,754.41,Customer#000000235,AUTOMOBILE,13-350-790-6416,3,bp0rIBMh4fMdQnHBmMnB,slyly silent theodolites nag. slyly careful packages cajole carefully. furiously pending package
236,5384.59,Customer#000000236,AUTOMOBILE,24-808-967-4503,14,"kcW,mM0rhIstAcVaol1,6DVkS FPKlhY","pending dependencies sleep? final, ironic packages wake furiously according to the slyly ironic depos"
237,-160.02,Customer#000000237,HOUSEHOLD,29-414-970-5238,19,R dtznB5ocPPo,slyly regular requests nag slyly platelets. blithely even requests
238,3482.32,Customer#000000238,HOUSEHOLD,26-307-925-1236,16,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,furiously regular ideas sleep. regular hockey players
239,5398.77,Customer#000000239,FURNITURE,19-699-117-6988,9,w8eRmMOmUTjVOkucbfcGDh2AqCixTOC,slyly even accounts above the carefully ironic i
240,7139.68,Customer#000000240,MACHINERY,19-756-548-7835,9,SXfeEOwRZsXArtY3C5UWqXgLcJBAMmaynaTJs8,slyly regular courts cajole furiously furiously express instructions. furiously even
241,6569.34,Customer#000000241,AUTOMOBILE,19-344-614-2207,9,"FBuwHkPR450PvnZnAezcaeMaS,hX3Ifdk",slyly careful dependencies cajole quickly quickly final packages. carefully
242,1975.41,Customer#000000242,MACHINERY,13-324-350-3564,3,apgzK3HWAjKHFteJ16Tg3OERViesqBbx,carefully express ideas nag final requests. slyly daring accounts cajole slyly blithely pend
243,620.73,Customer#000000243,AUTOMOBILE,17-297-684-7972,7,te2FOn8xJzJinZc,excuses doze slyly after the quickly unusual platelets. regular packages eat quickly. packages haggle according to
244,2506.38,Customer#000000244,HOUSEHOLD,25-621-225-8173,15,FBVbCpEVaFaP8KogqQO2VuXeVx,blithely silent requests are quickly along t
245,3720.15,Customer#000000245,MACHINERY,22-952-232-2729,12,IseFIO7jTGPTzAdZPoO2X4VX48Hy,"express, final ideas across the ironic, busy ideas should have to use after the slyly ironi"
246,9584.96,Customer#000000246,AUTOMOBILE,25-608-618-2590,15,WrRUR0ds6iypmopww9y9t0NJBRbke78qJm,"ironic requests haggle slyly. slyly bold requests nag furiously unusual requests. regular,"
247,8495.92,Customer#000000247,HOUSEHOLD,30-151-905-3513,20,N8q4W4QQG2mHY47Dg6,slyly even theodolites alongside of the ironic deposits poach blithely above the slyly regular packages. bold
248,8908.35,Customer#000000248,FURNITURE,20-447-727-8914,10,mgT15r8asLyaED,"even, regular accounts cajole blithely except the unusual pinto bean"
249,-234.01,Customer#000000249,MACHINERY,13-226-455-7727,3,0XE2fhX7j2uivaHBrFuRl1NoJnaTSIQT,blithely special packages hang carefully. blithely pending instructions cajole blithely spec
250,2869.97,Customer#000000250,FURNITURE,26-464-852-1461,16,9hif3yif6z8w8pW88F755PU7uz,blithely regular sauternes integrate
251,9585.32,Customer#000000251,HOUSEHOLD,23-975-623-5949,13,Z9fdQmv07C3k hxwt9nchhuQiqC4wox85se8EW7L,slyly unusual deposits wake furiously
252,3561.74,Customer#000000252,FURNITURE,26-330-347-9201,16,db1bPFF xUkJYzvE3cBtqYeDn2 u,quickly final dugouts eat quickly regular packages. ironic theodolites wake above the foxe
253,9139.52,Customer#000000253,AUTOMOBILE,25-461-140-9884,15,naGyIRPFPH E,regular packages among the blithely brave requests wake finally
254,1915.35,Customer#000000254,MACHINERY,11-451-622-6325,1,"vQ,pEzMQaFgJzK4TJ2eA",final ideas cajole carefully. quickly bold instructions haggle slyly against the slyly
255,3196.07,Customer#000000255,BUILDING,13-924-679-8287,3,I8Wz9sJBZTnEFG08lhcbfTZq3S,carefully unusual pinto beans play furiously carefully pending ideas. even dependenc
256,1299.92,Customer#000000256,HOUSEHOLD,20-229-271-4429,10,eJ6AggYh80JMEzZNwYK4CIC2flT,deposits cajole. fluffily express accounts wake slyly about the blithely e
257,-339.85,Customer#000000257,AUTOMOBILE,17-816-687-2155,7,LyIa26EXYaSU,furiously regular requests cajole blithely
258,6022.27,Customer#000000258,MACHINERY,22-278-425-9944,12,7VbADek8qYezQYotxNUmnNI,"furiously regular pinto beans at the special, express packages wake quick"
259,3335.29,Customer#000000259,HOUSEHOLD,15-907-674-2046,5,kwh9i86Wj1Zq14nwTdhxapIkLEI,quickly final dolphins are carefully final pinto beans. furiously u
260,9196.11,Customer#000000260,MACHINERY,11-708-529-9446,1,CrHY2zx4vner4,quickly bold dependencies sleep slyly blithely regular accounts. furiously daring re
261,7094.22,Customer#000000261,AUTOMOBILE,22-494-898-7855,12,dXkVi8qahjP,"unusual, pending accounts affix. final, regular instructions sol"
262,1561.80,Customer#000000262,AUTOMOBILE,14-698-169-5201,4,DcUOAFBxMu8oGKvIqbDx7xgeZ,blithely even ideas wake. express platelet
263,1162.03,Customer#000000263,FURNITURE,11-276-906-3193,1,"Y2pxeGWkTyaq,0RCzIbZ3","ironic, regular theodolites above the"
264,3195.83,Customer#000000264,MACHINERY,21-881-683-3829,11,24Akixb4hqpRD,blithely even theodolites x-ray. slyly even somas haggle f
265,8275.80,Customer#000000265,MACHINERY,27-716-734-2046,17,"sthiqpj6CPAKbD7BBSz9ulRuF9d,ebfaiTc",carefully special instructions boost quickly toward the
266,5481.00,Customer#000000266,HOUSEHOLD,10-474-243-3974,0,VSIEruiMdDvjDaTQxkuK60Yw3AGxO,carefully ironic deposits believe carefully even instructions; un
267,3166.94,Customer#000000267,AUTOMOBILE,25-402-954-8909,15,"el7 bYzj1USp6T5i3KpfZ43jKegbdO,Jd69",bold accounts around the blithely regular deposits sleep according to the quickly ironic foxes. platelets nod
268,6821.01,Customer#000000268,MACHINERY,13-720-469-5207,3,tkSLQoOpfOa601itad05EcN0UmhjZXdyKRc0r,"final, bold requests print blithely special asymptotes. bold, even instructions cajole. slyly special id"
269,7667.35,Customer#000000269,MACHINERY,24-570-874-6232,14,J7kLF9iPOQA 7CVwAmQRpwfZPDJ2q5Seu2Vj1gh,"regular, special deposits sleep carefully about the fluffily ironic platelets. final packages are acr"
270,9192.50,Customer#000000270,AUTOMOBILE,17-241-806-3530,7,",rdHVwNKXKAgREU","never express theodolites snooze permanently across the bold, regular platelets. regular, regular requests sleep r"
271,1490.35,Customer#000000271,MACHINERY,16-621-282-5689,6,"O,HceV3 XE77Yx",blithely final deposits cajole carefully silent requests.
272,-746.03,Customer#000000272,MACHINERY,12-324-877-9650,2,YDjKpjXEe0A6rDE,"fluffily unusual theodolites instead of the express, express not"
273,-675.05,Customer#000000273,FURNITURE,12-197-772-5736,2,"sOA,alhAw1juArjRLOd",packages haggle fluffily according to the regular theodolites. deposits according to the special foxes haggle
274,4425.42,Customer#000000274,FURNITURE,29-330-389-1442,19,adesXwNumnPqsKgsE1groEAwdKNgZ,"bold, even requests across the packages believe car"
275,5067.31,Customer#000000275,AUTOMOBILE,32-194-864-6861,22,M1UCTKrZLOgSyr,"quickly ironic dependencies detect. final, bold requests sleep furiously re"
276,2292.67,Customer#000000276,AUTOMOBILE,26-716-357-3851,16,iSWxETEMKe5cF,fluffily bold warthogs wake according to the sil
277,8876.10,Customer#000000277,BUILDING,33-696-831-5394,23,BWGsQevHk0BfRJV3RRB ElFc,even platelets after the gifts wake fluffily blithely
278,7621.56,Customer#000000278,BUILDING,30-445-570-5841,20,4jqLjG 2aeYMFEJi,"even, even ideas cajole regularly along the accounts."
279,9663.23,Customer#000000279,AUTOMOBILE,19-220-605-9025,9,9t2Wo1jK1TYnDGg6ODSMGf1W9hRT3F3VK5zxJOC,slyly silent requests use furiously. express ideas above the slyly unusual asympt
280,3952.84,Customer#000000280,BUILDING,21-537-461-3965,11,3fDiGmN64En0ei,even foxes after the fluffily even foxes sleep furiously sl
281,4361.70,Customer#000000281,BUILDING,16-809-382-6446,6,x5gJ8IGm2Fo9Jigt,"pending, regular dolphins need to sleep carefully. unusual, final accounts nag around the furiously even a"
282,1125.45,Customer#000000282,HOUSEHOLD,28-251-599-2415,18,"wcCc, y1996DnOwnXu1i",carefully pending deposits sleep
